pct_hes_dontlike,hes_dontlike_se,pct_hes_dontlike_unw,hes_dontlike_se_unw,sample_size,country,iso_code,gid_0,survey_date
0.08725,0.01673,0.087413,0.016716,286.0,Norway,NOR,NOR,20210209
0.047182,0.016517,0.061321,0.014597,212.0,Pakistan,PAK,PAK,20210209
0.076802,0.020828,0.052174,0.024939,115.0,Paraguay,PRY,PRY,20210209
0.047528,0.008493,0.048438,0.008417,640.0,Peru,PER,PER,20210209
0.063869,0.008651,0.0625,0.008738,784.0,Philippines,PHL,PHL,20210209
0.054472,0.010634,0.06403,0.009858,531.0,Poland,POL,POL,20210209
0.055703,0.009547,0.05641,0.00949,585.0,Portugal,PRT,PRT,20210209
0.028858,0.022346,0.056075,0.01626,107.0,"Puerto Rico, U.S.",PRI,PRI,20210209
0.097589,0.013901,0.092166,0.014261,434.0,Romania,ROU,ROU,20210209
0.087467,0.010687,0.098718,0.010122,780.0,Russia,RUS,RUS,20210209
0.063785,0.026592,0.108696,0.020878,138.0,Saudi Arabia,SAU,SAU,20210209
0.046233,0.015629,0.05314,0.014631,207.0,Serbia,SRB,SRB,20210209
0.10818,0.022301,0.1133,0.021854,203.0,Slovakia,SVK,SVK,20210209
0.117822,0.034015,0.141509,0.031463,106.0,Slovenia,SVN,SVN,20210209
0.089909,0.013721,0.090909,0.013652,440.0,South Africa,ZAF,ZAF,20210209
0.067875,0.014192,0.058394,0.015223,274.0,South Korea,KOR,KOR,20210209
0.054134,0.006828,0.043575,0.007568,895.0,Spain,ESP,ESP,20210209
0.095009,0.011599,0.095164,0.011591,641.0,Sweden,SWE,SWE,20210209
0.105359,0.01856,0.113014,0.017998,292.0,Switzerland,CHE,CHE,20210209
0.042786,0.00612,0.044248,0.006023,1130.0,Taiwan,TWN,TWN,20210209
0.052639,0.007872,0.049072,0.008138,754.0,Thailand,THA,THA,20210209
0.060386,0.016293,0.060465,0.016283,215.0,Tunisia,TUN,TUN,20210209
0.068297,0.009551,0.060703,0.01009,626.0,Turkey,TUR,TUR,20210209
0.045801,0.007279,0.048331,0.007096,869.0,Ukraine,UKR,UKR,20210209
0.08521,0.012067,0.085502,0.012048,538.0,United Kingdom,GBR,GBR,20210209
0.053026,0.012226,0.03937,0.014088,254.0,Uruguay,URY,URY,20210209
0.078594,0.013603,0.068966,0.014446,348.0,Venezuela,VEN,VEN,20210209
0.012686,0.003548,0.017895,0.002995,1397.0,Vietnam,VNM,VNM,20210209
0.137464,0.024921,0.16055,0.023375,218.0,Algeria,DZA,DZA,20210210
0.042652,0.006217,0.044037,0.006123,1090.0,Argentina,ARG,ARG,20210210
0.07136,0.010136,0.06,0.010987,550.0,Australia,AUS,AUS,20210210
0.144541,0.022669,0.151394,0.02224,251.0,Austria,AUT,AUT,20210210
0.024088,0.014029,0.040404,0.010924,198.0,Bangladesh,BGD,BGD,20210210
0.0986,0.025848,0.097744,0.025948,133.0,Belarus,BLR,BLR,20210210
0.107536,0.017553,0.095745,0.018481,282.0,Belgium,BEL,BEL,20210210
0.075323,0.014747,0.075,0.014776,320.0,Bolivia,BOL,BOL,20210210
0.06414,0.004672,0.056488,0.004958,2443.0,Brazil,BRA,BRA,20210210
0.102586,0.019686,0.122302,0.018231,278.0,Bulgaria,BGR,BGR,20210210
0.106872,0.010662,0.102469,0.010862,810.0,Canada,CAN,CAN,20210210
0.069535,0.011112,0.052239,0.012702,402.0,Chile,CHL,CHL,20210210
0.059136,0.007236,0.053608,0.007578,970.0,Colombia,COL,COL,20210210
0.08973,0.025583,0.079646,0.027005,113.0,Costa Rica,CRI,CRI,20210210
0.128312,0.023536,0.095541,0.026776,157.0,Croatia,HRV,HRV,20210210
0.126003,0.015657,0.132196,0.01534,469.0,Czech Republic,CZE,CZE,20210210
0.106563,0.022615,0.115,0.021873,200.0,Denmark,DNK,DNK,20210210
0.128977,0.024868,0.124294,0.025265,177.0,Dominican Republic,DOM,DOM,20210210
0.043536,0.011313,0.057007,0.009957,421.0,Ecuador,ECU,ECU,20210210
0.066132,0.012247,0.083821,0.010983,513.0,Egypt,EGY,EGY,20210210
0.099051,0.022547,0.106383,0.021845,188.0,El Salvador,SLV,SLV,20210210
0.0927,0.006315,0.092293,0.006327,2102.0,France,FRA,FRA,20210210
0.09503,0.007238,0.093711,0.007284,1622.0,Germany,DEU,DEU,20210210
0.15258,0.027154,0.136646,0.028427,161.0,Ghana,GHA,GHA,20210210
0.053244,0.011581,0.051771,0.011736,367.0,Greece,GRC,GRC,20210210
0.072347,0.022448,0.090909,0.020229,165.0,Guatemala,GTM,GTM,20210210
0.080995,0.021634,0.074324,0.022502,148.0,Honduras,HND,HND,20210210
0.056965,0.024657,0.072072,0.022099,111.0,Hong Kong,HKG,HKG,20210210
0.131607,0.013589,0.123939,0.013941,589.0,Hungary,HUN,HUN,20210210
0.047416,0.007041,0.071958,0.005791,1348.0,India,IND,IND,20210210
0.063633,0.009503,0.081731,0.008468,832.0,Indonesia,IDN,IDN,20210210
0.09038,0.019825,0.1,0.018947,230.0,Iraq,IRQ,IRQ,20210210
0.107529,0.028247,0.098214,0.029403,112.0,Ireland,IRL,IRL,20210210
0.121366,0.032754,0.130841,0.031718,107.0,Israel,ISR,ISR,20210210
0.058086,0.006319,0.054348,0.00652,1288.0,Italy,ITA,ITA,20210210
0.085265,0.003988,0.085037,0.003993,4892.0,Japan,JPN,JPN,20210210
0.212614,0.031301,0.189873,0.032654,158.0,Jordan,JOR,JOR,20210210
0.093664,0.029498,0.102804,0.028299,107.0,Kazakhstan,KAZ,KAZ,20210210
0.080596,0.017895,0.05814,0.020817,172.0,Kenya,KEN,KEN,20210210
0.099841,0.029868,0.09901,0.029979,101.0,Lebanon,LBN,LBN,20210210
0.05081,0.010451,0.042667,0.011356,375.0,Malaysia,MYS,MYS,20210210
0.048808,0.004141,0.047816,0.004182,2656.0,Mexico,MEX,MEX,20210210
0.0671,0.020488,0.055556,0.022378,126.0,Nepal,NPL,NPL,20210210
0.126017,0.014887,0.121901,0.015101,484.0,Netherlands,NLD,NLD,20210210
0.085064,0.018268,0.082969,0.018476,229.0,New Zealand,NZL,NZL,20210210
0.081215,0.016783,0.083942,0.016533,274.0,Nigeria,NGA,NGA,20210210
0.051232,0.014146,0.061856,0.012946,291.0,Norway,NOR,NOR,20210210
0.070285,0.017647,0.065657,0.018213,198.0,Pakistan,PAK,PAK,20210210
0.082226,0.024504,0.084615,0.024187,130.0,Paraguay,PRY,PRY,20210210
0.0421,0.009122,0.05298,0.008178,604.0,Peru,PER,PER,20210210
0.086877,0.008842,0.066583,0.009989,796.0,Philippines,PHL,PHL,20210210
0.070409,0.011596,0.074219,0.011317,512.0,Poland,POL,POL,20210210
0.049482,0.008998,0.047872,0.00914,564.0,Portugal,PRT,PRT,20210210
0.070189,0.030554,0.12605,0.023517,119.0,"Puerto Rico, U.S.",PRI,PRI,20210210
0.065176,0.012669,0.06267,0.012902,367.0,Romania,ROU,ROU,20210210
0.087481,0.00958,0.076524,0.010182,771.0,Russia,RUS,RUS,20210210
0.114671,0.022715,0.095238,0.024656,168.0,Saudi Arabia,SAU,SAU,20210210
0.120953,0.023538,0.105263,0.025009,171.0,Serbia,SRB,SRB,20210210
0.08246,0.022949,0.099415,0.021096,171.0,Slovakia,SVK,SVK,20210210
0.074479,0.012385,0.067797,0.012935,413.0,South Africa,ZAF,ZAF,20210210
0.082084,0.013285,0.056291,0.015821,302.0,South Korea,KOR,KOR,20210210
0.062004,0.008296,0.065315,0.008097,888.0,Spain,ESP,ESP,20210210
0.091138,0.011293,0.083333,0.011759,600.0,Sweden,SWE,SWE,20210210
0.100642,0.017373,0.108696,0.016792,322.0,Switzerland,CHE,CHE,20210210
0.037001,0.0058,0.039683,0.005608,1134.0,Taiwan,TWN,TWN,20210210
0.057407,0.007948,0.045255,0.008894,685.0,Thailand,THA,THA,20210210
0.098281,0.020581,0.091371,0.021264,197.0,Tunisia,TUN,TUN,20210210
0.059568,0.010066,0.070769,0.009291,650.0,Turkey,TUR,TUR,20210210
0.033988,0.006461,0.040642,0.005929,935.0,Ukraine,UKR,UKR,20210210
0.100519,0.012979,0.090164,0.013626,488.0,United Kingdom,GBR,GBR,20210210
0.047101,0.015287,0.060976,0.013535,246.0,Uruguay,URY,URY,20210210
0.060867,0.012215,0.058981,0.012396,373.0,Venezuela,VEN,VEN,20210210
0.019682,0.004006,0.021028,0.003878,1284.0,Vietnam,VNM,VNM,20210210
0.143065,0.02596,0.162562,0.024636,203.0,Algeria,DZA,DZA,20210211
0.05638,0.00681,0.048853,0.007287,1003.0,Argentina,ARG,ARG,20210211
0.055962,0.009961,0.055133,0.010031,526.0,Australia,AUS,AUS,20210211
0.122317,0.020656,0.12253,0.02064,253.0,Austria,AUT,AUT,20210211
0.021962,0.014445,0.035928,0.011375,167.0,Bangladesh,BGD,BGD,20210211
0.053855,0.022326,0.065041,0.020437,123.0,Belarus,BLR,BLR,20210211
0.071861,0.016901,0.084559,0.015688,272.0,Belgium,BEL,BEL,20210211
0.04595,0.011228,0.036101,0.012603,277.0,Bolivia,BOL,BOL,20210211
0.051465,0.004132,0.043902,0.004456,2460.0,Brazil,BRA,BRA,20210211
0.10948,0.019378,0.106299,0.01963,254.0,Bulgaria,BGR,BGR,20210211
0.082908,0.010227,0.087582,0.009976,765.0,Canada,CAN,CAN,20210211
0.052926,0.012481,0.052795,0.012496,322.0,Chile,CHL,CHL,20210211
0.053636,0.00764,0.055556,0.007514,900.0,Colombia,COL,COL,20210211
0.102871,0.025958,0.08547,0.028206,117.0,Costa Rica,CRI,CRI,20210211
0.093736,0.023971,0.097403,0.023563,154.0,Croatia,HRV,HRV,20210211
0.184336,0.017297,0.176591,0.017589,487.0,Czech Republic,CZE,CZE,20210211
0.119029,0.023247,0.10989,0.02407,182.0,Denmark,DNK,DNK,20210211
0.250084,0.019482,0.069767,0.033117,172.0,Dominican Republic,DOM,DOM,20210211
0.04724,0.011918,0.06015,0.010634,399.0,Ecuador,ECU,ECU,20210211
0.058564,0.012665,0.08137,0.010877,467.0,Egypt,EGY,EGY,20210211
0.13002,0.019245,0.071823,0.025068,181.0,El Salvador,SLV,SLV,20210211
0.09634,0.00664,0.096251,0.006643,1974.0,France,FRA,FRA,20210211
0.100464,0.007551,0.095926,0.007708,1522.0,Germany,DEU,DEU,20210211
0.070987,0.023974,0.082707,0.022352,133.0,Ghana,GHA,GHA,20210211
0.036138,0.01036,0.034921,0.010532,315.0,Greece,GRC,GRC,20210211
0.093713,0.024438,0.10625,0.023112,160.0,Guatemala,GTM,GTM,20210211
0.095794,0.025619,0.100719,0.025053,139.0,Honduras,HND,HND,20210211
0.106478,0.013383,0.107807,0.013311,538.0,Hungary,HUN,HUN,20210211
0.044195,0.006336,0.059872,0.005489,1403.0,India,IND,IND,20210211
0.100459,0.010397,0.093231,0.01075,783.0,Indonesia,IDN,IDN,20210211
0.104828,0.017862,0.093633,0.018782,267.0,Iraq,IRQ,IRQ,20210211
0.048746,0.022346,0.056075,0.020915,107.0,Ireland,IRL,IRL,20210211
0.076453,0.0074,0.068103,0.007805,1160.0,Italy,ITA,ITA,20210211
0.08574,0.004116,0.084967,0.004133,4590.0,Japan,JPN,JPN,20210211
0.124467,0.02752,0.120567,0.0279,141.0,Jordan,JOR,JOR,20210211
0.06905,0.024236,0.066038,0.024743,106.0,Kazakhstan,KAZ,KAZ,20210211
0.016491,0.014131,0.028571,0.010802,140.0,Kenya,KEN,KEN,20210211
0.049257,0.012505,0.058989,0.011486,356.0,Malaysia,MYS,MYS,20210211
0.065966,0.004808,0.061372,0.004972,2493.0,Mexico,MEX,MEX,20210211
0.19451,0.029589,0.098039,0.039386,102.0,Morocco,MAR,MAR,20210211
0.106057,0.014558,0.099291,0.014989,423.0,Netherlands,NLD,NLD,20210211
0.077795,0.019512,0.081218,0.019132,197.0,New Zealand,NZL,NZL,20210211
0.077214,0.015773,0.069231,0.016586,260.0,Nigeria,NGA,NGA,20210211
0.115018,0.020525,0.115226,0.020509,243.0,Norway,NOR,NOR,20210211
0.078756,0.021818,0.115741,0.01837,216.0,Pakistan,PAK,PAK,20210211
0.089595,0.019348,0.048387,0.025752,124.0,Paraguay,PRY,PRY,20210211
0.048709,0.009052,0.050847,0.00887,590.0,Peru,PER,PER,20210211
0.075465,0.00885,0.06599,0.009416,788.0,Philippines,PHL,PHL,20210211
0.075207,0.012166,0.081188,0.011747,505.0,Poland,POL,POL,20210211
0.069668,0.010118,0.059891,0.010856,551.0,Portugal,PRT,PRT,20210211
0.119735,0.016389,0.119593,0.016397,393.0,Romania,ROU,ROU,20210211
0.083825,0.01056,0.086957,0.010386,713.0,Russia,RUS,RUS,20210211
0.113981,0.023603,0.10241,0.02474,166.0,Saudi Arabia,SAU,SAU,20210211
0.054801,0.017997,0.05848,0.017455,171.0,Serbia,SRB,SRB,20210211
0.119181,0.023368,0.110497,0.02415,181.0,Slovakia,SVK,SVK,20210211
0.101154,0.015882,0.106101,0.01555,377.0,South Africa,ZAF,ZAF,20210211
0.083313,0.013976,0.064516,0.015721,310.0,South Korea,KOR,KOR,20210211
0.052107,0.007288,0.045343,0.007785,816.0,Spain,ESP,ESP,20210211
0.105709,0.013301,0.112875,0.012924,567.0,Sweden,SWE,SWE,20210211
0.133501,0.022259,0.146245,0.021425,253.0,Switzerland,CHE,CHE,20210211
0.038821,0.006252,0.039297,0.006215,967.0,Taiwan,TWN,TWN,20210211
0.057278,0.008461,0.050595,0.008971,672.0,Thailand,THA,THA,20210211
0.12443,0.023738,0.11236,0.02481,178.0,Tunisia,TUN,TUN,20210211
0.050233,0.009782,0.060504,0.008962,595.0,Turkey,TUR,TUR,20210211
0.044756,0.006941,0.046587,0.00681,923.0,Ukraine,UKR,UKR,20210211
0.086065,0.012599,0.086345,0.01258,498.0,United Kingdom,GBR,GBR,20210211
0.036624,0.010096,0.027027,0.011694,259.0,Uruguay,URY,URY,20210211
0.056833,0.012746,0.052288,0.013257,306.0,Venezuela,VEN,VEN,20210211
0.030009,0.004188,0.019373,0.005184,1084.0,Vietnam,VNM,VNM,20210211
0.101699,0.016797,0.1,0.016923,320.0,Algeria,DZA,DZA,20210212
0.052351,0.005391,0.043387,0.005894,1429.0,Argentina,ARG,ARG,20210212
0.053769,0.007153,0.051921,0.007272,963.0,Australia,AUS,AUS,20210212
0.118066,0.017166,0.113703,0.017449,343.0,Austria,AUT,AUT,20210212
0.095867,0.016621,0.081181,0.017917,271.0,Bangladesh,BGD,BGD,20210212
0.098497,0.021116,0.068966,0.024832,145.0,Belarus,BLR,BLR,20210212
0.100889,0.016049,0.104396,0.015808,364.0,Belgium,BEL,BEL,20210212
0.07453,0.013186,0.075,0.013148,400.0,Bolivia,BOL,BOL,20210212
0.060991,0.003817,0.051994,0.004114,3385.0,Brazil,BRA,BRA,20210212
0.141762,0.016697,0.1275,0.017462,400.0,Bulgaria,BGR,BGR,20210212
0.10344,0.008468,0.095436,0.008777,1205.0,Canada,CAN,CAN,20210212
0.101085,0.013018,0.102752,0.012924,545.0,Chile,CHL,CHL,20210212
0.052758,0.005886,0.046275,0.006263,1275.0,Colombia,COL,COL,20210212
0.074971,0.016029,0.04918,0.01952,183.0,Costa Rica,CRI,CRI,20210212
0.112261,0.020712,0.107143,0.02114,224.0,Croatia,HRV,HRV,20210212
0.130896,0.01304,0.129518,0.013099,664.0,Czech Republic,CZE,CZE,20210212
0.110783,0.019345,0.104,0.01989,250.0,Denmark,DNK,DNK,20210212
0.116681,0.022302,0.118483,0.022154,211.0,Dominican Republic,DOM,DOM,20210212
0.061894,0.009506,0.061224,0.009555,637.0,Ecuador,ECU,ECU,20210212
0.075504,0.010069,0.079167,0.009853,720.0,Egypt,EGY,EGY,20210212
0.074152,0.016558,0.076923,0.016281,260.0,El Salvador,SLV,SLV,20210212
0.123833,0.02849,0.089109,0.032939,101.0,Finland,FIN,FIN,20210212
0.08318,0.004979,0.07884,0.005103,2930.0,France,FRA,FRA,20210212
0.086807,0.005939,0.084884,0.006,2203.0,Germany,DEU,DEU,20210212
0.10239,0.023386,0.091503,0.02459,153.0,Ghana,GHA,GHA,20210212
0.0647,0.009538,0.052727,0.010499,550.0,Greece,GRC,GRC,20210212
0.176381,0.019743,0.099567,0.025132,231.0,Guatemala,GTM,GTM,20210212
0.053998,0.018298,0.0625,0.017085,176.0,Honduras,HND,HND,20210212
0.0325,0.015739,0.042424,0.013847,165.0,Hong Kong,HKG,HKG,20210212
0.120024,0.011398,0.111402,0.011773,763.0,Hungary,HUN,HUN,20210212
0.050793,0.0058,0.061628,0.005296,1720.0,India,IND,IND,20210212
0.069981,0.007807,0.084772,0.00715,1274.0,Indonesia,IDN,IDN,20210212
0.148402,0.014714,0.104167,0.017124,432.0,Iraq,IRQ,IRQ,20210212
0.077111,0.018908,0.073298,0.019353,191.0,Ireland,IRL,IRL,20210212
0.126578,0.03272,0.154472,0.030103,123.0,Israel,ISR,ISR,20210212
0.060041,0.005793,0.06185,0.005713,1730.0,Italy,ITA,ITA,20210212
0.088728,0.003722,0.092721,0.003649,6072.0,Japan,JPN,JPN,20210212
0.189073,0.02709,0.184466,0.027348,206.0,Jordan,JOR,JOR,20210212
0.156951,0.02772,0.10084,0.033486,119.0,Kazakhstan,KAZ,KAZ,20210212
0.011291,0.009827,0.019802,0.007453,202.0,Kenya,KEN,KEN,20210212
0.11916,0.025306,0.095588,0.027883,136.0,Lebanon,LBN,LBN,20210212
0.092703,0.02487,0.085938,0.025735,128.0,Libya,LBY,LBY,20210212
0.054631,0.009117,0.046642,0.009825,536.0,Malaysia,MYS,MYS,20210212
0.056166,0.003987,0.061026,0.003835,3605.0,Mexico,MEX,MEX,20210212
0.211304,0.036121,0.161905,0.040031,105.0,Morocco,MAR,MAR,20210212
0.032428,0.017029,0.052326,0.013546,172.0,Nepal,NPL,NPL,20210212
0.127045,0.013382,0.121008,0.013664,595.0,Netherlands,NLD,NLD,20210212
0.076328,0.014296,0.067742,0.015105,310.0,New Zealand,NZL,NZL,20210212
0.058367,0.020948,0.064748,0.019956,139.0,Nicaragua,NIC,NIC,20210212
0.068499,0.014216,0.073746,0.01374,339.0,Nigeria,NGA,NGA,20210212
0.112575,0.015067,0.086207,0.016968,348.0,Norway,NOR,NOR,20210212
0.039552,0.014734,0.064516,0.01169,279.0,Pakistan,PAK,PAK,20210212
0.041693,0.014529,0.039106,0.014982,179.0,Paraguay,PRY,PRY,20210212
0.067325,0.008409,0.061968,0.00874,823.0,Peru,PER,PER,20210212
0.075947,0.006813,0.063331,0.00741,1279.0,Philippines,PHL,PHL,20210212
0.084037,0.010095,0.085714,0.010005,770.0,Poland,POL,POL,20210212
0.076353,0.009847,0.077341,0.009789,737.0,Portugal,PRT,PRT,20210212
0.121112,0.024222,0.101911,0.026122,157.0,"Puerto Rico, U.S.",PRI,PRI,20210212
0.110276,0.011246,0.081218,0.012896,591.0,Romania,ROU,ROU,20210212
0.080325,0.009687,0.085919,0.009395,838.0,Russia,RUS,RUS,20210212
0.149717,0.021621,0.11215,0.024447,214.0,Saudi Arabia,SAU,SAU,20210212
0.06232,0.013896,0.057143,0.014472,280.0,Serbia,SRB,SRB,20210212
0.090751,0.018869,0.099206,0.018131,252.0,Slovakia,SVK,SVK,20210212
0.112945,0.026805,0.101563,0.028087,128.0,Slovenia,SVN,SVN,20210212
0.079002,0.011574,0.077068,0.011706,532.0,South Africa,ZAF,ZAF,20210212
0.055711,0.010623,0.047382,0.011468,401.0,South Korea,KOR,KOR,20210212
0.066987,0.006844,0.056338,0.007421,1136.0,Spain,ESP,ESP,20210212
0.095327,0.010348,0.095415,0.010344,807.0,Sweden,SWE,SWE,20210212
0.100461,0.015665,0.105943,0.015301,387.0,Switzerland,CHE,CHE,20210212
0.028662,0.004352,0.031882,0.004133,1631.0,Taiwan,TWN,TWN,20210212
0.026402,0.004891,0.027605,0.004786,1123.0,Thailand,THA,THA,20210212
0.081995,0.019272,0.103586,0.017352,251.0,Tunisia,TUN,TUN,20210212
0.086718,0.008923,0.065891,0.010122,774.0,Turkey,TUR,TUR,20210212
0.037883,0.005836,0.040834,0.00563,1151.0,Ukraine,UKR,UKR,20210212
0.203462,0.027202,0.084906,0.039287,106.0,United Arab Emirates,ARE,ARE,20210212
0.085948,0.010314,0.081921,0.010541,708.0,United Kingdom,GBR,GBR,20210212
0.060594,0.011956,0.052023,0.012845,346.0,Uruguay,URY,URY,20210212
0.057058,0.01234,0.072398,0.011045,442.0,Venezuela,VEN,VEN,20210212
0.021572,0.003582,0.02291,0.003478,1746.0,Vietnam,VNM,VNM,20210212
0.142761,0.019537,0.128814,0.020402,295.0,Algeria,DZA,DZA,20210213
0.068891,0.006152,0.05287,0.006963,1324.0,Argentina,ARG,ARG,20210213
0.062612,0.008493,0.059355,0.008708,775.0,Australia,AUS,AUS,20210213
0.100976,0.016617,0.102102,0.016536,333.0,Austria,AUT,AUT,20210213
0.06815,0.017909,0.066667,0.018093,195.0,Bangladesh,BGD,BGD,20210213
0.139853,0.023009,0.108696,0.025639,184.0,Belarus,BLR,BLR,20210213
0.082293,0.014423,0.083784,0.014306,370.0,Belgium,BEL,BEL,20210213
0.030565,0.01197,0.044068,0.010039,295.0,Bolivia,BOL,BOL,20210213
0.055745,0.0037,0.046077,0.004049,3212.0,Brazil,BRA,BRA,20210213
0.117774,0.016173,0.102273,0.017205,352.0,Bulgaria,BGR,BGR,20210213
0.084615,0.008874,0.085513,0.008832,994.0,Canada,CAN,CAN,20210213
0.093232,0.012536,0.078261,0.013571,460.0,Chile,CHL,CHL,20210213
0.062711,0.006654,0.051095,0.007327,1096.0,Colombia,COL,COL,20210213
0.093874,0.023346,0.087838,0.024055,148.0,Costa Rica,CRI,CRI,20210213
0.091602,0.019436,0.095652,0.019062,230.0,Croatia,HRV,HRV,20210213
0.133616,0.013538,0.138249,0.013345,651.0,Czech Republic,CZE,CZE,20210213
0.077825,0.017646,0.084337,0.017011,249.0,Denmark,DNK,DNK,20210213
0.090578,0.018959,0.078818,0.020194,203.0,Dominican Republic,DOM,DOM,20210213
0.047288,0.009396,0.046092,0.009511,499.0,Ecuador,ECU,ECU,20210213
